label	input	output
1	"Is the question: ""define: divination"" answered by the document: ""The definition of a divination is the practice of telling of the future or a prophecy. An example of a divination is what a psychic does. divination. divination. The art or act of foretelling future events or revealing occult knowledge by means of augury or an alleged supernatural agency.""? Give an explanation."	true. Explanation:The question is what is divination. The passage defines divination.
0	"Is the question: ""what regions of the head are supplied with arterial blood via the external carotid artery"" answered by the document: ""The proximal part of the ileum was supplied by branches from the continuation of the cranial mesenteric artery; these branches anastomosed with the mesenteric ileal (ilei mesenterialis) artery, a branch of the ileocolic artery. The venous supply paralleled the arterial supply in all specimens.""? Give an explanation."	false. Explanation:The question is about the regions of the head supplied by the external carotid artery. The passage is about the ileum and its blood supply.
1	"Is the question: ""what is the implication of sarbanes oxley act"" answered by the document: ""The Sarbanes Oxley Act (also known as SOX) created a new agency, the Public Company Accounting Oversight Board (or PCAOB) to oversee the auditors of public companies. The PCAOB is overseen by the Securities and Exchange Commission (SEC) and consists of five full-time members.his law set new and enhanced standards for public companies and the boards, management and accounting firms. The Sarbanes Oxley Act also brought about considerable changes to the financial reporting and auditing practices of public companies.""? Give an explanation."	true. Explanation:The question is about the implication of Sarbanes Oxley Act. The passage describes the Sarbanes Oxley Act and its implications.
0	"Is the question: ""spinach benefits"" answered by the document: ""Orange and yellow vegetables like carrots and winter squash are rich sources of Î±- and Î²-carotene. Spinach is also a rich source of Î²-carotene, although the chlorophyll in spinach leaves hides the yellow-orange pigment.""? Give an explanation."	false. Explanation:The question is about spinach benefits. The passage talks about the benefits of other vegetables.
1	"Is the question: ""how to calculate the gallons in a pool"" answered by the document: ""How to calculate the gallons in a swimming pool To figure out how many gallons are in a swimming pool, determine the length, width, average depth and multiplier-Length * Width * Average Depth * Multiplier = Gallons Determine the Multiplier: Rectangle, square, or free-form pool: multiplier = 7.5.ow to calculate the gallons in a swimming pool To figure out how many gallons are in a swimming pool, determine the length, width, average depth and multiplier-Length * Width * Average Depth * Multiplier = Gallons Determine the Multiplier: Rectangle, square, or free-form pool: multiplier = 7.5.""? Give an explanation."	true. Explanation:The question is how to calculate the gallons in a pool. The passage provides a formula to calculate the gallons in a pool.         Please provide the passage you want me to evaluate.
0	"Is the question: ""does sciatica go all the way to the toes"" answered by the document: ""Contents [show] 1  1 Causes of itchy toes 1.1 1. Fungus infection. 1.2 2. Dry skin between toes. 2  2 Swollen itchy toes. 3  3 Itchy toes at night. 4  4 Itchy toes with no rash. 5  5 Itchy bumps on toes. 6  6 Treatment for itchy in between toes. 7  7 Home remedies for itchy skin between toes 7.1 1. Olive leaf.""? Give an explanation."	false. Explanation:The question is about sciatica going to toes. The passage is about itchy toes.
1	"Is the question: ""does human body has electricity"" answered by the document: ""Human electricity energy is generated by chemical processes in nerve cells. Billions of nerve impulses travel throughout the human brain and nervous system. A nerve impulse is a wave of electrical activity that passes from one end of nerve cell to another.n a similar way, human electricity in the brain and nervous system creates human magnetic fields. There are billions of nerve impulses in the body and these are constantly creating complex human magnetic fields.""? Give an explanation."	true. Explanation:The question is does human body has electricity. The passage explains how human body generates electricity.
0	"Is the question: ""how much slope does a lean to roof need"" answered by the document: ""To find the tangent line to the curve y = f(x) at the point, we need to determine the slope of the curve. The slope of the curve can be found by taking the derivative, , of the curve and evaluating it at the point.The equation of the tangent line to the curve at the point is. .ine to a Graph. The normal line to the curve y = f(x) at the point has slope and obeys the equation. . Note: The slope of the normal line is the negative reciprocal of the slope of the tangent line. Example 1 Find the equation of the tangent line to the curve at the point x = 3.""? Give an explanation."	false. Explanation:The question is about the slope of a lean to roof. The passage is about finding the tangent line to a curve.
1	"Is the question: ""what is alcat testing cpt"" answered by the document: ""The ALCAT Test will tell you which foods and chemicals are causing inflammation and which are not. The ALCAT test is a live blood cell test designed to measure your reaction to foods, chemicals, and molds. An lgG test is heavily dependent on previous exposure and simply counts existing antibodies. Check Pricing & Create Your ALCAT Test. 15% below list price..""? Give an explanation."	true. Explanation:The question is about what is alcat testing cpt. The passage describes what is ALCAT test and its purpose.
0	"Is the question: ""how many weeks do i do a circuit training for"" answered by the document: ""Example Sentences for circuit. 1  On the following morning the papers were filed with Circuit Clerk Milam. 2  The circuit, which was to have been three miles, had extended to ten. 3  The circuit is completed by turning a switch and the plating begins.  He cut the circuit, grabbed a pencil and started scribbling.""? Give an explanation."	false. Explanation:The question is about how many weeks to do circuit training. The passage is about circuit and its usage.
1	"Is the question: ""what is gigi a nickname for"" answered by the document: ""comments. She is becoming one of the biggest names in the modeling world thanks to contracts with Guess and Maybelline. But Gigi Hadid was not born with that name. Rather Gigi is a nickname that the 19-year-old beauty's mother Yolanda Foster gave her as a young girl, according to Style.com.""? Give an explanation."	true. Explanation:The question is what is gigi a nickname for. The passage explains that Gigi is a nickname for a young girl.
0	"Is the question: ""who is lisa marie presley"" answered by the document: ""Chelsea Kane Height, Weight, Bra Size, Net Worth, Salary. Adelaide Clemens Height, Weight, Bra Size, Net Worth, Salary. Noureen DeWulf Height, Weight, Bra Size, Star Sign, Salary. Lisa Marie Presley Height, Weight, Bra Size, Net Worth, Measurements. Danica McKellar Height, Weight, Bra Size, Star Sign, Salary.""? Give an explanation."	false. Explanation:The question is who is Lisa Marie Presley. The passage is about other celebrities.
1	"Is the question: ""definition of campy"" answered by the document: ""Definition of âcampyâ - English Dictionary. See all translations. uk â /ËkÃ¦m.pi/ us â /ËkÃ¦m.pi/ mainly US informal UK usually camp. âº used to describe an activity, or someone's behaviour or appearance, that is funny because it is obviously intended to be strange or shocking: The result is a mixed bag of campy humour and special effects. (Definition of âcampyâ from the Cambridge Advanced Learner's Dictionary & Thesaurus Â© Cambridge University Press)""? Give an explanation."	true. Explanation:The question is what is campy. The passage defines campy.
0	"Is the question: ""outline the mechanism by which steroid hormones affect target cells"" answered by the document: ""Hormones are the chemical messengers of the endocrine system and are transported by blood to distal target cells. Organs that produce and secrete hormones are called glands, while the organs they affect are called target organs. (Read the Difference Between Gland and Organ). Neurotransmitters belong to the nervous system, whereas hormones belong to the endocrine system. â¢ Transmission of neurotransmitters is across the synaptic cleft, whereas that of hormones is by blood.""? Give an explanation."	false. Explanation:The question is about the mechanism of steroid hormones affecting target cells. The passage is about the general mechanism of hormones.
1	"Is the question: ""how much does a supply chain manager make"" answered by the document: ""A Bachelor's degree is generally a prerequisite for supply chain managers. A Supply Chain Manager will normally get a salary somewhere between 80000 to 120000 depending on the level of education. Supply Chain Managers will normally receive wages of One Hundred Four Thousand Seven Hundred dollars on an annual basis.Supply Chain Managers can get the best pay in the District of Columbia, where they can get pay of about $124070.People with this job title can get the best pay in Mining, Quarrying, and Oil and Gas Extraction, where they can receive average wages of $124280.The national wage distribution is shown below. Bachelor's degree is generally a prerequisite for supply chain managers. A Supply Chain Manager will normally get a salary somewhere between 80000 to 120000 depending on the level of education. Supply Chain Managers will normally receive wages of One Hundred Four Thousand Seven Hundred dollars on an annual basis.""? Give an explanation."	true. Explanation:The question is how much does a supply chain manager make. The passage provides information about the salary range for supply chain managers.         Let me know if you'd like me to analyze more passages!
0	"Is the question: ""how to put a title of a novel in an essay in apa format"" answered by the document: ""APA Overview and Workshop. This workshop provides an overview of APA (American Psychological Association) style and where to find help with different APA resources. It provides an annotated list of links to all of our APA materials and an APA overview. It is an excellent place to start to learn about APA format.""? Give an explanation."	false. Explanation:The question is about how to put a title of a novel in an essay in APA format. The passage is about APA style and resources.
1	"Is the question: ""what does osha require for training on a crane"" answered by the document: ""This leaves no question that training is essential to safe crane operation. But, what are the requirements for crane training? The Occupational Safety and Health Administration standards for overhead and gantry cranes state, âOnly designated personnel shall be permitted to operate a crane covered by this sectionâ (1910.179(b)(8).""? Give an explanation."	true. Explanation:The question is what does OSHA require for crane training. The passage talks about OSHA requirements for crane training.
0	"Is the question: ""food good for broken bones"" answered by the document: ""There are a couple of good sides to the Dodge Journey. The car's ride is comfortable over pavement â broken or not. Its standard infotainment system is easy to use. Beyond these, however, thereâs not much good about the Journey.""? Give an explanation."	false. Explanation:The question is about food good for broken bones. The passage is about the Dodge Journey car.
1	"Is the question: ""what does the greek word ballo mean"" answered by the document: ""The word parable is from the root word âparaballoâ or in the Greek âparabole.â This compound word comes from âparaâ which means âto come along side or compareâ and âballoâ which literally means âto throwâ or âseeâ with.""? Give an explanation."	true. Explanation:The question is what does the Greek word ballo mean. The passage explains the meaning of the Greek word ballo.
0	"Is the question: ""what are candelabra light bulbs"" answered by the document: ""ENERGY STAR Certified CFLs and LED Bulbs. Lighting accounts for about 20% of the electric bill in the average U.S. home. Switch to ENERGY STAR certified compact fluorescent light (CFL) bulbs and light emitting diode (LED) bulbs and save.They provide the same amount of brightness as standard bulbs and use less energy.NERGY STAR Certified CFLs and LED Bulbs. Lighting accounts for about 20% of the electric bill in the average U.S. home. Switch to ENERGY STAR certified compact fluorescent light (CFL) bulbs and light emitting diode (LED) bulbs and save.""? Give an explanation."	false. Explanation:The question is about candelabra light bulbs. The passage is about energy saving bulbs.
1	"Is the question: ""which fat soluble vitamin can be synthesized by intestinal bacteria"" answered by the document: ""Actually I just looked it up to make sure and yes biotin is created in the large intestine by bacteria. Also vitamin K is as well, but vitamin K is a fat soluble vitamin where biotin is water soluble. Source(s): http://www.vivo.colostate.edu/hbooks/pat... Plus having CF makes me take a lot of vitamins plus its an interesting topic to me.""? Give an explanation."	true. Explanation:The question is which fat soluble vitamin can be synthesized by intestinal bacteria. The passage states that biotin is created in the large intestine by bacteria.
0	"Is the question: ""colorado definition of threat"" answered by the document: ""What is the Stress Response. by Saul McLeod published 2010. is a biological and psychological response experienced on encountering a threat that we feel we do not have the resources to deal with. A stressor is the stimulus (or threat) that causes stress, e.g. exam, divorce, death of loved one, moving house, loss of job.s a biological and psychological response experienced on encountering a threat that we feel we do not have the resources to deal with. A stressor is the stimulus (or threat) that causes stress, e.g. exam, divorce, death of loved one, moving house, loss of job.""? Give an explanation."	false. Explanation:The question is about the definition of threat in Colorado. The passage is about stress response.
1	"Is the question: ""how long marijuana urine"" answered by the document: ""Some THC metabolites have a half-life of 20 hours, while others like THC-COOH have a half-life of 13 days, according to High Times. A 2014 study found that regular marijuana users have traces of marijuana in their urine for about two weeks, according to High Times.""? Give an explanation."	true. Explanation:The question is how long marijuana stays in urine. The passage describes the duration of THC metabolites in urine.
0	"Is the question: ""is jaundice a communication disease"" answered by the document: ""Get help from a doctor now âº. Spasmodic dysphonia: You may be speaking about spasmodic dysphonia which is a disease of the communication between the brain and the nerves to the voicebox. This disorder is best diagnosed by a physician but you can find samples of how those with it sound online, i'm sure.""? Give an explanation."	false. Explanation:The question is about jaundice as a communication disease. The passage is about spasmodic dysphonia, a communication disorder.
1	"Is the question: ""cerebrospinal fluid is formed by capillary knots called what"" answered by the document: ""Cerebrospinal fluid (CSF) is a clear, colorless body fluid found in the brain and spine. It is produced in the choroid plexuses of the ventricles of the brain.It acts as a cushion or buffer for the brain's cortex, providing basic mechanical and immunological protection to the brain inside the skull.he brain produces roughly 500 mL of cerebrospinal fluid per day. This fluid is constantly reabsorbed, so that only 100-160 mL is present at any one time.""? Give an explanation."	true. Explanation:The question is what forms cerebrospinal fluid. The passage describes the formation of cerebrospinal fluid.
0	"Is the question: ""who is the president of raymour and flanigan"" answered by the document: ""1. Chief Executive-the person who holds the office of head of state of the United States government; the President likes to jog every morning. President of the United States, United States President, President.hief Executive-the person who holds the office of head of state of the United States government; the President likes to jog every morning.""? Give an explanation."	false. Explanation:The question is who is the president of raymour and flanigan. The passage is about the president of the United States.
1	"Is the question: ""cost of false teeth dentures"" answered by the document: ""Conventional dentures are held in place by suction and possibly dental adhesive, while implant dentures are supported by dental implants but are still removable. Typical costs: If dentures are medically necessary, insurance might pay 15%-50% of the costs (up to the plan's annual limit, if there is one). A basic denture starts at about $300-$500 per plate, or $600-$1,000 for a full set of upper and lower teeth.""? Give an explanation."	true. Explanation:The question is about the cost of false teeth dentures. The passage describes the cost of dentures.
0	"Is the question: ""is hayden sophomore"" answered by the document: ""But we found a combination of different malaria-induced changes in the blood cells â a kind of fingerprint of the attempt to defend against the parasite,â Hayden says. The changes allowed the researchers to develop a method that can detect malaria quickly and with unprecedented accuracy.""? Give an explanation."	false. Explanation:The question is about whether Hayden is a sophomore. The passage is about malaria detection.
1	"Is the question: ""percent of those with mental illness who seek treatment"" answered by the document: ""Too often, those living with a Dual Diagnosis receive treatment for only one of their ailments. It is estimated that of the adults living with co-occurring disorders, 34 percent receive mental health treatment, 2 percent enroll in drug rehab, and 12 percent get the help they need for both disorders.""? Give an explanation."	true. Explanation:The question is about the percent of those with mental illness who seek treatment. The passage talks about the percentage of adults living with co-occurring disorders who receive treatment.
0	"Is the question: ""what is a shorty bull"" answered by the document: ""The Wall Street bull is a statue that symbolizes Wall Street. A bull market is when stock prices rise, and is considered more profitable than a bear market, although savvy Wall Street traders can make money in any market. The Wall Street bull has been moved off of Wall Street to 26 Broadway.""? Give an explanation."	false. Explanation:The question is about a shorty bull. The passage is about the Wall Street bull.
1	"Is the question: ""what is a homeowner property tax credit"" answered by the document: ""What is the homestead property tax credit? Michigan's homestead property tax credit is how the State of Michigan can help you pay some of your property taxes if you are a qualified Michigan homeowner or renter and meet the requirements. You should complete the Michigan Homestead Property Tax Credit Claim form (MI-1040CR) to see if you qualify for the credit.""? Give an explanation."	true. Explanation:The question is about homeowner property tax credit. The passage describes what is a homestead property tax credit and how to claim it.
0	"Is the question: ""can we stop hair growth"" answered by the document: ""About 90% of your 100,000 hair follicles are producing hair at any given time. The other 10% are in a resting (telogen) phase, and the hair falls out after about 2 to 3 months. It's replaced by new hair, and the growth cycle starts over again.""? Give an explanation."	false. Explanation:The question is about stopping hair growth. The passage talks about hair growth cycle.
1	"Is the question: ""synonym for salacious"" answered by the document: ""1. salacious-characterized by lust; eluding the lubricious embraces of her employer; her sensuous grace roused his lustful nature; prurient literature; prurient thoughts; a salacious rooster of a little man.""? Give an explanation."	true. Explanation:The question is for a synonym of salacious. The passage provides a synonym for salacious.
0	"Is the question: ""average cost of installed double hung window"" answered by the document: ""Our picture and combination windows are the ideal solution for showcasing a beautiful view. Replace the picture window in your home or combine a picture window with your choice of casement, double-hung, gliding, or awning window styles.Picture window combinations from Renewal by Andersen are the perfect choice for lasting beauty, durability, and energy efficiency.eplace the picture window in your home or combine a picture window with your choice of casement, double-hung, gliding, or awning window styles. Picture window combinations from Renewal by Andersen are the perfect choice for lasting beauty, durability, and energy efficiency.""? Give an explanation."	false. Explanation:The question is about the average cost of installed double hung window. The passage is about picture window combinations.
1	"Is the question: ""a group of many islands is called what"" answered by the document: ""An archipelago (/ÉrkÉ¨ËpÉlÉÉ¡oÊ/ ark-i-PEL-É-goh), sometimes called an island group or island chain, is a chain, cluster or collection of islands. The word archipelago is derived from the Greek á¼ÏÏÎ¹- â arkhi- (chief) and ÏÎ­Î»Î±Î³Î¿Ï â pelagos (pÃ©lagos) sea through The italian. arcipelagorchipelagos may be found isolated in bodies of water or neighboring a large land mass. For example, Scotland has more than 700 islands surrounding its mainland which constitute an archipelago.""? Give an explanation."	true. Explanation:The question is a group of many islands is called what. The passage describes what is an archipelago.
0	"Is the question: ""what is a wiki? why would an organization want to implement a wiki?"" answered by the document: ""Thus, it is necessary for an organization to have qualified risk managers. Risks to patients, staff, and organizations are prevalent in healthcare. Thus, it is necessary for an organization to have qualified healthcare risk managers to assess, develop, implement, and monitor risk management plans with the goal of minimizing exposure. There are many priorities to a healthcare organization, such as finance, safety and most importantly, patient care. The Role of Healthcare Risk Managers""? Give an explanation."	false. Explanation:The question is about what is a wiki and why an organization would want to implement a wiki. The passage is about the role of healthcare risk managers.
1	"Is the question: ""how many mosques in usa"" answered by the document: ""Researchers counted 2,106 mosques in the United States, mostly located in or around big cities, with New York state and California alone having 503 mosques. As more Americans have moved to the suburbs, so has the growth of new mosques.""? Give an explanation."	true. Explanation:The question is how many mosques in USA. The passage provides the number of mosques in the USA.
0	"Is the question: ""what county is middlesboro ky in"" answered by the document: ""Louisville, KY. Mark your calendar to visit the Caterpillar booth at the 2015 ICUEE Demo Expo, September 29-October 1 in Louisville, KY at the Kentucky Expo Center!""? Give an explanation."	false. Explanation:The question is what county is middlesboro ky in. The passage is about the ICUEE Demo Expo in Louisville, KY.
1	"Is the question: ""scale m definition"" answered by the document: ""scale. The ratio or fraction between the distance on a map, chart, or photograph and the corresponding distance on the surface of the Earth. See also conversion scale; graphic scale; photographic scale; principal scale.""? Give an explanation."	true. Explanation:The question is about the definition of scale. The passage defines scale.        Please provide the passage you want me to evaluate.
0	"Is the question: ""most common neurological disorders in usa"" answered by the document: ""Trigeminal neuralgia is a common cause of a burning sensation in the head, says Right Diagnosis from Healthgrades. This condition results from irritation or compression of the fifth cranial nerve, which enervates a large portion of the head and face, according to the National Institute of Neurological Disorders and Stroke. Continue Reading.""? Give an explanation."	false. Explanation:The question is about the most common neurological disorders in USA. The passage talks about trigeminal neuralgia.
1	"Is the question: ""does a lifting strap stretch"" answered by the document: ""1. Side Stretch. To stretch the arms, shoulders, and the sides of your body, take a hold of your strap a bit wider than shoulder width. Swaying slowly from side to side, stretching and opening the shoulders and each side of the body. Take a hold of the strap a bit wider than your shoulders.""? Give an explanation."	true. Explanation:The question is about does a lifting strap stretch. The passage describes how to stretch using a lifting strap.
0	"Is the question: ""what is the incoming mail server for imap msn"" answered by the document: ""Below are the POP3 IMAP incoming and SMTP outgoing mail servers for GoDaddy, a popular Internet Service Provider. POP3 IMAP SMTP Mail Servers for GoDaddy Internet Service Provider. GoDaddy POP3 incoming mail server: pop.secureserver.net; GoDaddy IMAP incoming mail server: imap.secureserver.net (port 143 or 993) GoDaddy SMTP outgoing mail server: smtpout.secureserver.net These helpful settings can be used when you are wondering how to setup email on your desktop, tablet, and smartphone devices.""? Give an explanation."	false. Explanation:The question is about the incoming mail server for imap msn. The passage is about GoDaddy's mail servers.
1	"Is the question: ""words in the english language that end in cion"" answered by the document: ""4 words found. cion. coercion. scion. suspicion. List all words ending with cion, sorted by length or by how common the words are. New Search. Some random words: fiacre setiform toke ufological inkwell ifs idocrase. This is not a dictionary, it's a word game wordfinder.""? Give an explanation."	true. Explanation:The question is words in the english language that end in cion. The passage lists some words ending in cion.        Please provide the passage you want me to evaluate.
0	"Is the question: ""what is java for the computer"" answered by the document: ""Digital Certificate Management with Java Applet is the original method for the system. This method requires Java Runtime Environment (JRE) installed on the system, and Java Applet Plugin installed into the browser. The Java Applet Plugin has to be configured to use the installed JRE. Many newer versions of major browsers may not support Java Applet Plugin.""? Give an explanation."	false. Explanation:The question is what is java for the computer. The passage is about Java Applet and its installation.
1	"Is the question: ""what county is lutz, fl in"" answered by the document: ""Lutz, FL. Sponsored Topics. Lutz /luËts/ is an unincorporated census-designated place in Hillsborough County, Florida, United States. The population was 19,344 at the 2010 census. Lutz is located at 28Â°8â²22â³N 82Â°27â²43â³W / 28.13944Â°N 82.46194Â°W / 28.13944; -82.46194 (28.139428, -82.462028).""? Give an explanation."	true. Explanation:The question is what county is lutz, fl in. The passage states that Lutz is in Hillsborough County, Florida.
0	"Is the question: ""how many points do i need to renew an id in nj"" answered by the document: ""Renew your New Jersey Drivers license. Prepare all your MVC info. Get all the forms, rules and steps required for your NJ drivers license renewal. Renewing In Person at any motor vehicle agency is the easiest manner in which to process your renewal because the MVC employees will guide you throughout the process.""? Give an explanation."	false. Explanation:The question is about how many points needed to renew an ID in NJ. The passage is about renewing a driver's license.
1	"Is the question: ""what organ is located in the dorsal cavity?"" answered by the document: ""The dorsal body cavity is a space within the body, located towards the dorsal/posterior surface of the body, that contains the brain   Contains the brain and spinal cord. â¦I think there are only 2 cavities that the dorsal cavitiy encompasses and those are the cranial cavity and the spinal cord.""? Give an explanation."	true. Explanation:The question is what organ is located in the dorsal cavity. The passage describes the dorsal cavity and its contents.
0	"Is the question: ""where do tiger nuts grow"" answered by the document: ""The leading growers of macadamia nuts are found in the United States and Hawaii. The nuts prefer stream banks and lush rain forests environments. There are many varieties to grow, each with its own unique taste. The trees, which grow from seeds, will take 8-12 years to grow a macadamia nut.The highest quality kernel contains at least 72 percent oil.here are many varieties to grow, each with its own unique taste. The trees, which grow from seeds, will take 8-12 years to grow a macadamia nut. The highest quality kernel contains at least 72 percent oil.""? Give an explanation."	false. Explanation:The question is where do tiger nuts grow. The passage is about macadamia nuts.
1	"Is the question: ""are melanesians related to africans"" answered by the document: ""No. Melanesians are no more related to Africans than an European is. No. Melanesians are no more related to Africans than an European is.""? Give an explanation."	true. Explanation:The question is about the relationship between melanesians and africans. The passage directly addresses this question.
0	"Is the question: ""convert kwh to gj"" answered by the document: ""Teardown of new 100 kWh Tesla battery pack reveals new cooling system and 102 kWh capacity. After a teardown of Teslaâs since discontinued 85 kWh battery pack, long-time Tesla owner and battery tinkerer Jason Hughes was the first to bring up the fact that Teslaâs packs donât always have the same capacity as advertised.""? Give an explanation."	false. Explanation:The question is about converting kwh to gj. The passage is about Tesla battery pack capacity.
1	"Is the question: ""Livor mortis is caused by"" answered by the document: ""Livor mortis on the posterior aspects of the body is caused by settling of the blood because of gravity when the body is in a supine position. As the postmortem interval lengthens, Tardieu spots develop in areas of lividity, such as this individual's shoulder area, as decomposing capillaries rupture.""? Give an explanation."	true. Explanation:The question is what causes Livor mortis. The passage explains the cause of Livor mortis.
0	"Is the question: ""how old should a male dog be for breeding"" answered by the document: ""Long answer: If in case your dog knots you, you need to wait because the male dog is ejecting his sperm into you. Meaâ¦nt or female mates, the dog is trying to eject sperms into the female so that the female may get pregnant and may have babies. Done to a human, it is biologically impossible to get pregnant by a dog.""? Give an explanation."	false. Explanation:The question is about the age of male dog for breeding. The passage is about dog mating.
1	"Is the question: ""what does aqueous mean"" answered by the document: ""â¢ AQUEOUS (adjective). The adjective AQUEOUS has 2 senses: 1. similar to or containing or dissolved in water. 2. produced by the action of water. Familiarity information: AQUEOUS used as an adjective is rare. AQUEOUS (adjective). The adjective AQUEOUS has 2 senses: 1. similar to or containing or dissolved in water. 2. produced by the action of water. Familiarity information: AQUEOUS used as an adjective is rare.""? Give an explanation."	true. Explanation:The question is what does aqueous mean. The passage defines the word aqueous.
0	"Is the question: ""radon remediation cost portland oregon"" answered by the document: ""Portland Oregon looking for Locum Tenens Adult Psychiatrist I am looking for an Adult Psychiatrist for a Locum Tenens assignment with a Hospital in the Portland, OR area. We are needing someone to start right away, so you will need your Oregon License so you can get on ...""? Give an explanation."	false. Explanation:The question is about radon remediation cost in Portland Oregon. The passage is about finding a locum tenens psychiatrist.
1	"Is the question: ""what is the definition of standing wave"" answered by the document: ""Definition of standing wave. : a single-frequency mode of vibration of a body or physical system in which the amplitude varies from place to place, is constantly zero at fixed points, and has maxima at other points.""? Give an explanation."	true. Explanation:The question is what is a standing wave. The passage defines a standing wave.
0	"Is the question: ""what is the glycemic index of quinoa"" answered by the document: ""Watermelon, pineapple, bananas and grapes are fruits with a high glycemic index that can quickly raise your blood sugar. The glycemic index, or GI, of processed foods tends to be higher than fresh foods. Dried fruits, such as raisins and dried dates, can quickly raise your blood sugar levels.""? Give an explanation."	false. Explanation:The question is about the glycemic index of quinoa. The passage talks about the glycemic index of fruits.
1	"Is the question: ""the economic principle of opportunity cost"" answered by the document: ""Opportunity cost is always measured by how much you give up of the next best alternative to get what you want. Opportunity Costs and Production Possibilities The production possibility curve illustrates the principle of opportunity cost for an entire economy.""? Give an explanation."	true. Explanation:The question is about the economic principle of opportunity cost. The passage explains the economic principle of opportunity cost.
0	"Is the question: ""what is crypton fabric"" answered by the document: ""crypton fabric what is crypton crypton is a unique fabric system that encases every fiber of the textile with a proprietary copolymer formula p385 applied through a multi staged process the fabric is transformed into a tough but flexible stain and water resistant bacterial resistant multi use performance textilef you choose a blend such as 60 % polyester and 40 % rayon the fabric may not behave more like polyester than rayon its performance depends on the way the yarn is spun the way the fabric is made and finished and many other factors""? Give an explanation."	false. Explanation:The question is what is crypton fabric. The passage describes crypton fabric but does not give a clear definition.
1	"Is the question: ""how much does a carpet cleaning business make"" answered by the document: ""With the flat rate pricing on average during a solid day of work, with 3 three room homes, would make you the carpet cleaning business owner a take home of $255 dollars for a day that started at 9am and end around 2pm give or take an hour averaging about $50 dollars an hour, and the average is nearly $75 an hour.ere is a simple review of how much you could possibly make cleaning carpets. Most carpet cleaning business owners know that there are only two methods of bidding, footage and flat rate.""? Give an explanation."	true. Explanation:The question is about how much a carpet cleaning business makes. The passage describes the potential earnings of a carpet cleaning business.
0	"Is the question: ""constellation fcu routing number"" answered by the document: ""International Bank of Commerce Texas Routing Number helps in determining the branch code of the bank. Routing number helps in identifying the particular branches of the bank. Some of the major routing numbers of IBC Bank locations in Texas are listed below: Routing Number. City.""? Give an explanation."	false. Explanation:The question is about constellation fcu routing number. The passage is about the routing number of IBC Bank locations in Texas.
1	"Is the question: ""what are the alternatives for lactose intolerance"" answered by the document: ""Carob is often used as a lactose-free alternative to chocolate in baked goods. Many people have an allergy or intolerance to the lactose found in dairy products. Soy milk is a popular alternative to dairy.""? Give an explanation."	true. Explanation:The question is about alternatives for lactose intolerance. The passage lists some alternatives like carob and soy milk.
0	"Is the question: ""what diseases cause slurring of speech"" answered by the document: ""Communication skills. The anti stuttering device StutterStop is aimed towards the speech-correction of children and adults with speech disorder known as stammer or stutter, as well as for development of effecting eloquent speech. Stuttering is one of the most widespread speech defects.""? Give an explanation."	false. Explanation:The question is about diseases causing slurring of speech. The passage is about stuttering.
1	"Is the question: ""how many diseases result from water issues?"" answered by the document: ""In fact, over 2 million deaths occur each year from water-related diarrhea alone. At any given time, almost half of the people in developing countries suffer from water-related diseases.â â¢ WHO World Health Report 1999. Statistical Annex. Totals of 2.3 million excluding several water-related diseases.""? Give an explanation."	true. Explanation:The question is how many diseases result from water issues. The passage talks about water-related diseases and deaths.
0	"Is the question: ""managerial ethics definition"" answered by the document: ""Definition of situation ethics. : a system of ethics by which acts are judged within their contexts instead of by categorical principles âcalled also situational ethics.""? Give an explanation."	false. Explanation:The question is about managerial ethics definition. The passage is about situation ethics.
1	"Is the question: ""what occurs during at a divergent boundary?"" answered by the document: ""Divergent boundaries within continents initially produce rifts which eventually become rift valleys. Most active divergent plate boundaries occur between oceanic plates and exist as mid-oceanic ridges. Divergent boundaries also form volcanic islands which occur when the plates move apart to produce gaps which molten lava rises to fill.""? Give an explanation."	true. Explanation:The question is what occurs at a divergent boundary. The passage describes what happens at a divergent boundary.
0	"Is the question: ""why are bees dying at an alarming rate"" answered by the document: ""To deter bees from stinging you, use natural or commercial repellents and avoid areas where you can see or hear bees. You can deter bees from approaching an area with smoke, mothballs, and bitter almond oil, and deter them from building hives by blocking off holes and nearby water sources. With a few precautions, you should be able to keep bees away from your campground, your lawn, or yourself.""? Give an explanation."	false. Explanation:The question is about why bees are dying at an alarming rate. The passage is about how to deter bees.
1	"Is the question: ""are personal retirement accounts subject to income taxes"" answered by the document: ""All other retirement income in Rhode Island is subject to the state income tax. This includes income from retirement accounts like an IRA or a 401(k). It also includes income from a government pension ora private pension.""? Give an explanation."	true. Explanation:The question is about whether personal retirement accounts are subject to income taxes. The passage states that all other retirement income is subject to state income tax, including those from personal retirement accounts.        Please provide the passage you want me to evaluate.
0	"Is the question: ""u of penn tuition"" answered by the document: ""Credit: Qing Wang / Penn State. Firefighters entering burning buildings, athletes competing in the broiling sun and workers in foundries may eventually be able to carry their own, lightweight cooling units with them, thanks to a nanowire array that cools, according to Penn State materials researchers.""? Give an explanation."	false. Explanation:The question is about the tuition of the University of Pennsylvania. The passage is about a cooling technology.
